,,,,nation,pos,age,Club,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
INT-World Cup,2026,Korea Republic,Kim Jin-gyu,Korea Republic,MF,29,1. Jeonbuk,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Kim Min-jae,Korea Republic,DF,29,1. Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Kim Moon-hwan,Korea Republic,MF,30,1. Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Kim Seung-gyu,Korea Republic,GK,35,1. FC Tokyo,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Lee Gi-hyuk,Korea Republic,DF,25,1. Gangwon FC,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Lee Han-beom,Korea Republic,DF,23,1. Midtjylland,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Lee Jae-sung,Korea Republic,FW,33,1. Mainz 05,1992,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Lee Kang-in,Korea Republic,FW,25,1. PSG,2001,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33
INT-World Cup,2026,Korea Republic,Lee Tae-seok,Korea Republic,MF,23,1. Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Oh Hyeon-gyu,Korea Republic,FW,25,1. Beşiktaş,2001,3,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0,0.7,0.7,0.7
INT-World Cup,2026,Korea Republic,Paik Seung-ho,Korea Republic,MF,29,2. Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Park Jinseob,Korea Republic,"DF,MF",30,1. Zhejiang,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Seol Young-woo,Korea Republic,MF,27,1. Red Star,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Son Heung-min,Korea Republic,FW,33,1. LAFC,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Yang Hyun-jun,Korea Republic,"FW,MF",24,1. Celtic,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Alexis Vega,Mexico,"FW,MF",28,1. Toluca,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Armando González,Mexico,FW,23,1. Guadalajara,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Brian Gutiérrez,Mexico,MF,22,1. Guadalajara,2003,4,2,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,César Huerta,Mexico,"FW,MF",25,1. Anderlecht,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,César Montes,Mexico,DF,29,1. Loko Moscow,1997,4,4,314,3.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Edson Álvarez,Mexico,"MF,DF",28,1. West Ham,1997,4,2,240,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Erik Lira,Mexico,MF,26,1. Cruz Azul,2000,4,4,345,3.8,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26
INT-World Cup,2026,Mexico,Gilberto Mora,Mexico,MF,17,1. Tijuana,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Guillermo Martínez Ayala,Mexico,FW,31,1. UNAM,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Guillermo Ochoa,Mexico,GK,40,1. AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Israel Reyes,Mexico,DF,26,1. América,2000,4,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Jesús Gallardo,Mexico,DF,31,1. Toluca,1994,5,4,373,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Johan Vásquez,Mexico,DF,27,1. Genoa,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Jorge Sánchez,Mexico,DF,28,1. PAOK,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26
INT-World Cup,2026,Mexico,Julián Quiñones,Mexico,"FW,MF",29,1. Al-Qadsiah,1997,5,5,410,4.6,4,1,5,4,0,0,0,0,0.88,0.22,1.1,0.88,1.1
INT-World Cup,2026,Mexico,Luis Chávez,Mexico,MF,30,1. Dynamo Moskva,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Luis Romo,Mexico,MF,31,1. Guadalajara,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68
INT-World Cup,2026,Mexico,Mateo Chávez,Mexico,DF,22,1. AZ Alkmaar,2004,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1.17,1.17
INT-World Cup,2026,Mexico,Obed Vargas,Mexico,MF,20,1. Atlético Madrid,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Orbelín Pineda,Mexico,"FW,MF",30,1. AEK Athens,1996,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Raúl Jiménez,Mexico,FW,35,1. Fulham,1991,4,4,317,3.5,3,0,3,2,1,1,0,0,0.85,0.0,0.85,0.57,0.57
INT-World Cup,2026,Mexico,Raúl Rangel,Mexico,GK,26,1. Guadalajara,2000,5,5,437,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Roberto Alvarado,Mexico,"FW,MF",27,1. Guadalajara,1998,5,5,428,4.8,0,3,3,0,0,0,0,0,0.0,0.63,0.63,0.0,0.63
INT-World Cup,2026,Mexico,Santiago Giménez,Mexico,FW,25,1. Milan,2001,4,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Mexico,Álvaro Fidalgo,Mexico,MF,29,1. Real Betis,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94
INT-World Cup,2026,Morocco,Achraf Hakimi,Morocco,DF,27,1. PSG,1998,6,6,570,6.3,1,2,3,1,0,0,1,0,0.16,0.32,0.47,0.16,0.47
INT-World Cup,2026,Morocco,Amine Sbai,Morocco,"FW,MF",25,1. Angers,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Anass Salah-Eddine,Morocco,DF,24,1. PSV,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Ayoub El Kaabi,Morocco,FW,32,1. Olympiacos,1993,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Ayoube Amaimouni,Morocco,MF,21,1. Frankfurt,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Ayyoub Bouaddi,Morocco,MF,18,1. Lille,2007,5,5,381,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Azzedine Ounahi,Morocco,MF,26,1. Girona,2000,6,5,435,4.8,2,0,2,2,0,0,1,0,0.41,0.0,0.41,0.41,0.41
INT-World Cup,2026,Morocco,Bilal El Khannouss,Morocco,"MF,FW",22,1. Stuttgart,2004,6,6,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Brahim Díaz,Morocco,MF,26,1. Real Madrid,1999,6,6,457,5.1,0,4,4,0,0,0,0,0,0.0,0.79,0.79,0.0,0.79
INT-World Cup,2026,Morocco,Chadi Riad,Morocco,DF,22,1. Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26
INT-World Cup,2026,Morocco,Chemsdine Talbi,Morocco,MF,21,1. Sunderland,2005,5,1,179,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5
INT-World Cup,2026,Morocco,Gessime Yassine,Morocco,MF,20,1. Strasbourg,2005,3,0,80,0.9,1,0,1,1,0,0,0,0,1.13,0.0,1.13,1.13,1.13
INT-World Cup,2026,Morocco,Ismael Saibari,Morocco,FW,25,1. PSV,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0.0,0.71,0.71,0.71
INT-World Cup,2026,Morocco,Issa Diop,Morocco,DF,29,1. Fulham,1997,5,5,476,5.3,1,0,1,1,0,0,3,0,0.19,0.0,0.19,0.19,0.19
INT-World Cup,2026,Morocco,Marwane Saâdane,Morocco,"DF,MF",34,1. Al-Fateh,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Neil El Aynaoui,Morocco,MF,24,1. Roma,2001,6,6,562,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Noussair Mazraoui,Morocco,DF,28,1. Manchester Utd,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Redouane Halhal,Morocco,DF,23,1. Mechelen,2003,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Samir El Mourabet,Morocco,MF,20,1. Strasbourg,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Sofyan Amrabat,Morocco,MF,29,1. Real Betis,1996,3,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Soufiane Rahimi,Morocco,FW,30,1. Al Ain,1996,6,0,163,1.8,2,1,3,2,0,0,0,0,1.1,0.55,1.66,1.1,1.66
INT-World Cup,2026,Morocco,Yassine Bounou,Morocco,GK,35,1. Al-Hilal,1991,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Morocco,Zakaria El Ouahdi,Morocco,"DF,MF",24,1. Genk,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Bart Verbruggen,Netherlands,GK,23,1. Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Brian Brobbey,Netherlands,FW,24,1. Sunderland,2002,4,3,223,2.5,3,0,3,3,0,0,0,0,1.21,0.0,1.21,1.21,1.21
INT-World Cup,2026,Netherlands,Cody Gakpo,Netherlands,FW,27,1. Liverpool,1999,4,4,368,4.1,3,1,4,3,0,0,0,0,0.73,0.24,0.98,0.73,0.98
INT-World Cup,2026,Netherlands,Crysencio Summerville,Netherlands,FW,24,1. West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.42,0.71,1.42
INT-World Cup,2026,Netherlands,Denzel Dumfries,Netherlands,"DF,MF",30,1. Inter,1996,4,4,390,4.3,0,2,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46
INT-World Cup,2026,Netherlands,Donyell Malen,Netherlands,FW,27,1. Roma,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Frenkie de Jong,Netherlands,MF,29,1. Barcelona,1997,4,4,328,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Guus Til,Netherlands,"FW,MF",28,1. PSV,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Jan Paul van Hecke,Netherlands,DF,26,1. Brighton,2000,4,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23
INT-World Cup,2026,Netherlands,Jorrel Hato,Netherlands,DF,20,1. Chelsea,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Justin Kluivert,Netherlands,"FW,MF",27,1. Bournemouth,1999,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Marten de Roon,Netherlands,"DF,MF",35,1. Atalanta,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Memphis,Netherlands,"FW,MF",32,1. Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.0,1.67,1.67,0.0,1.67
INT-World Cup,2026,Netherlands,Micky van de Ven,Netherlands,"DF,MF",25,1. Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Nathan Aké,Netherlands,DF,31,1. Manchester City,1995,3,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Noa Lang,Netherlands,"FW,MF",26,1. Galatasaray,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Quinten Timber,Netherlands,MF,24,1. Marseille,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Ryan Gravenberch,Netherlands,MF,24,1. Liverpool,2002,4,4,345,3.8,0,2,2,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52
INT-World Cup,2026,Netherlands,Teun Koopmeiners,Netherlands,"DF,MF",28,1. Juventus,1998,4,0,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Netherlands,Tijjani Reijnders,Netherlands,MF,27,1. Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45
INT-World Cup,2026,Netherlands,Virgil van Dijk,Netherlands,DF,34,1. Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46
INT-World Cup,2026,Netherlands,Wout Weghorst,Netherlands,FW,33,1. Ajax,1992,1,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Ben Old,New Zealand,MF,23,2. Saint-Étienne,2002,3,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Callan Elliot,New Zealand,DF,26,1. Auckland FC,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Callum McCowatt,New Zealand,MF,27,1. Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Chris Wood,New Zealand,FW,34,1. Nottingham,1991,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67
INT-World Cup,2026,New Zealand,Elijah Just,New Zealand,MF,26,1. Motherwell,2000,3,3,264,2.9,3,0,3,3,0,0,1,0,1.02,0.0,1.02,1.02,1.02
INT-World Cup,2026,New Zealand,Finn Surman,New Zealand,DF,22,1. Portland Timbers,2003,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2026,New Zealand,Francis de Vries,New Zealand,DF,31,1. Auckland FC,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Jesse Randall,New Zealand,MF,23,1. Auckland FC,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Joe Bell,New Zealand,MF,27,1. Viking,1999,3,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Liberato Cacace,New Zealand,DF,25,2. Wrexham,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Marko Stamenic,New Zealand,MF,24,2. Swansea City,2002,3,3,269,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Max Crocombe,New Zealand,GK,32,2. Millwall,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Michael Boxall,New Zealand,DF,37,1. Minnesota Utd,1988,3,2,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Ryan Thomas,New Zealand,MF,31,1. Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Sarpreet Singh,New Zealand,MF,27,1. Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,New Zealand,Tim Payne,New Zealand,DF,32,1. Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4
INT-World Cup,2026,New Zealand,Tyler Bindon,New Zealand,DF,21,2. Sheffield United,2005,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Alexander Sørloth,Norway,FW,30,1. Atlético Madrid,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Andreas Schjelderup,Norway,FW,22,1. Benfica,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07,1.43,0.36,1.43
INT-World Cup,2026,Norway,Antonio Nusa,Norway,FW,21,1. RB Leipzig,2005,6,4,318,3.5,1,0,1,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28
INT-World Cup,2026,Norway,David Møller Wolfe,Norway,DF,24,1. Wolves,2002,5,5,430,4.8,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
INT-World Cup,2026,Norway,Egil Selvik,Norway,GK,28,2. Watford,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Erling Haaland,Norway,FW,25,1. Manchester City,2000,5,5,465,5.2,7,0,7,7,0,0,0,0,1.35,0.0,1.35,1.35,1.35
INT-World Cup,2026,Norway,Fredrik André Bjørkan,Norway,DF,27,1. Bodø/Glimt,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Fredrik Aursnes,Norway,"MF,DF",30,1. Benfica,1995,6,3,304,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Henrik Falchener,Norway,DF,23,1. Viking,2003,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Jens Petter Hauge,Norway,"DF,FW",26,1. Bodø/Glimt,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Julian Ryerson,Norway,DF,28,1. Dortmund,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Jørgen Strand Larsen,Norway,FW,26,1. Crystal Palace,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Kristian Thorstvedt,Norway,MF,27,1. Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Kristoffer Ajer,Norway,DF,28,1. Brentford,1998,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Leo Østigård,Norway,DF,26,1. Genoa,1999,5,1,146,1.6,1,0,1,1,0,0,0,0,0.62,0.0,0.62,0.62,0.62
INT-World Cup,2026,Norway,Marcus Pedersen,Norway,DF,25,1. Torino,2000,4,1,236,2.6,1,0,1,1,0,0,0,0,0.38,0.0,0.38,0.38,0.38
INT-World Cup,2026,Norway,Martin Ødegaard,Norway,MF,27,1. Arsenal,1998,5,5,470,5.2,0,4,4,0,0,0,0,0,0.0,0.77,0.77,0.0,0.77
INT-World Cup,2026,Norway,Morten Thorsby,Norway,MF,30,1. Cremonese,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Oscar Bobb,Norway,FW,22,1. Fulham,2003,6,1,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Patrick Berg,Norway,MF,28,1. Bodø/Glimt,1997,6,4,445,4.9,0,2,2,0,0,0,1,0,0.0,0.4,0.4,0.0,0.4
INT-World Cup,2026,Norway,Sander Berge,Norway,MF,28,1. Fulham,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Sondre Langås,Norway,DF,25,2. Derby County,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Thelo Aasgaard,Norway,MF,24,1. Rangers,2002,1,1,90,1.0,1,0,1,1,0,0,0,0,1.0,0.0,1.0,1.0,1.0
INT-World Cup,2026,Norway,Torbjørn Heggem,Norway,DF,27,1. Bologna,1999,5,5,443,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Norway,Ørjan Nyland,Norway,GK,35,1. Sevilla,1990,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Alberto Quintero,Panama,"FW,MF",38,1. Plaza Amador,1987,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Andrés Andrade Cedeño,Panama,DF,27,1. LASK,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Aníbal Godoy,Panama,MF,36,1. San Diego FC,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Azarías Londoño,Panama,MF,24,1. Univ Católica,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Carlos Harvey,Panama,MF,26,1. Minnesota Utd,2000,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Cecilio Waterman,Panama,FW,35,1. U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Cristian Martínez,Panama,"MF,FW",29,1. Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,César Blackman,Panama,"MF,DF",28,1. Slovan Bratislava,1998,2,2,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Erick Davis,Panama,DF,35,1. Plaza Amador,1991,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Fidel Escobar,Panama,DF,31,1. Saprissa,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Ismael Díaz,Panama,"FW,MF",29,1. León,1997,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Jiovany Ramos,Panama,DF,29,1. Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Jorge Gutiérrez,Panama,DF,27,1. Dep. La Guaira,1998,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,José Córdoba,Panama,DF,25,2. Norwich City,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,José Fajardo,Panama,FW,32,1. Univ Católica,1993,3,1,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,José Luis Rodríguez,Panama,"MF,FW",27,1. FC Juárez,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Michael Amir Murillo,Panama,"DF,MF",30,1. Beşiktaş,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Orlando Mosquera,Panama,GK,31,1. Al-Fayha,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Panama,Tomás Rodríguez,Panama,FW,27,1. Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
