player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,us_np_xg_adj,us_xa_adj,us_xg_chain_adj,us_shots_adj,ss_shotsFromInsideTheBox_adj,ss_totalShots_adj,ss_bigChancesCreated_adj,ss_keyPasses_adj,ss_possessionWonAttThird_adj,ss_ballRecovery_adj,ss_tackles_adj,ss_wasFouled_adj,ss_dispossessed_adj,ss_aerialDuelsWon_adj,ss_successfulDribbles_adj,ss_touches_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,ss_topSpeed,ss_numberOfSprints,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,sprints_p90,goals_p90,ga_p90,ss_shotsFromInsideTheBox_padj90,us_np_xg_padj90,ss_possessionWonAttThird_padj90,ss_ballRecovery_padj90,ss_tackles_padj90,ss_wasFouled_padj90,ss_dispossessed_padj90,us_xa_padj90,us_xg_chain_padj90,ss_keyPasses_padj90,ss_bigChancesCreated_padj90,ss_successfulDribbles_padj90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Tanguy Coulibaly,4.956881604157388,1.4983827639371157,6.335359319113195,30.0,3.0,23.0,30.0,3.0,1.0,4.0,18.0,11.0,75.0,36.0,21.0,34.0,22.0,32.0,690.0,3.0,0,5.350805970050691,1.617459539879138,6.83883158288378,32.384105960264904,24.827814569536425,32.384105960264904,1.0794701986754969,19.430463576158942,11.874172185430464,69.47852760736197,33.34969325153374,22.66887417218543,36.70198675496689,20.380368098159508,34.54304635761589,744.8344370860927,16.5,16.5,23.0,FRA-Ligue 1,Montpellier,"MF,FW",1,,,,,,,,0.0,,,,,,,,48.888888888889,42.512077294686,82.122905027933,10.0,0.30041706691862957,0.16522938680524626,1.8181818181818181,1.393939393939394,0.7666666666666667,0.6666666666666666,4.545454545454546,2.1818181818181817,1.2727272727272727,1.3333333333333333,2.0606060606060606,0.09081107660224944,0.38396117085534515,1.0909090909090908,0.06060606060606061,1.9393939393939394,-1.9568816041573882,0.0,0.18181818181818182,0.18181818181818182,1.5047160345173591,0.3242912709121631,0.7196467991169978,4.210819854991635,2.0211935303959843,1.373871161950632,2.224362833634357,0.09802785090176594,0.41447464138689577,1.177603853100542,0.06542243628336344,2.0935179610676298,True,52.0,44.0,83.0,53.0,36.0,55.0,54.4,36.0,True
Malick Fofana,7.09745760820806,5.211243499070406,18.47632286697626,50.0,7.0,42.0,50.0,7.0,9.0,8.0,36.0,16.0,83.0,33.0,58.0,23.0,2.0,31.0,1277.0,7.0,5,6.231085753237303,4.582732581622552,16.21827405834732,43.8941430909516,36.87222352115969,43.8941430909516,7.888940846387655,31.498597147533317,13.929506663549216,94.99386503067485,37.65644171779141,50.91606266074351,20.08440495674538,2.3067484662576687,27.07774140752864,1117.847673602993,26.0,26.0,20.0,FRA-Ligue 1,Lyon,"MF,FW",2,31000000.0,65099999.99999999,2028.0,86.0,87.0,74.0,33.6,142.0,36.0,77.0,32.0,74.0,RM,78.0,86.0,7.142857142857,55.3688141923435,82.102318925424,13.3276740237695,0.27297913877723307,0.1419491521641612,1.9230769230769231,1.6153846153846154,0.84,0.6153846153846154,3.1923076923076925,1.2692307692307692,2.230769230769231,0.07692307692307693,0.8846153846153846,0.20043244227193868,0.71062780257601,1.3846153846153846,0.34615384615384615,1.1923076923076923,-0.09745760820806026,5.461538461538462,0.2692307692307692,0.46153846153846156,1.4181624431215265,0.23965714435528088,0.5357502562903544,3.6536101934874945,1.4483246814535158,1.958310102336289,0.7724771137209762,0.17625894544702123,0.6237797714748969,1.2114845056743584,0.30342080178414055,1.0414515925972554,True,50.0,39.0,60.0,66.0,72.0,30.0,54.4,30.0,False
Tammy Abraham,8.268648373894393,2.6209846297279,12.001561899669467,37.0,4.0,33.0,37.0,5.0,6.0,13.0,19.0,2.0,18.0,21.0,12.0,14.0,42.0,5.0,474.0,5.0,4,7.508533911788452,2.3782871952458398,10.895347812150257,33.598128128854384,29.965806739150715,33.598128128854384,5.446792632746344,17.250992423378698,1.8178501466610006,19.8159509202454,23.13087934560327,10.886827458256027,12.704677604917029,46.27402862985686,4.539557011225009,430.28310237248786,16.3,16.3,27.0,ENG-Premier League,Aston Villa,FW,2,11500000.0,21900000.0,2030.0,76.0,74.0,76.0,34.87,54.0,81.0,80.0,78.0,79.0,ST,77.0,77.0,48.069738480697,46.7105263157895,63.1818181818185,16.468253968254,0.5072790413432143,0.22347698307822686,2.2699386503067482,2.0245398773006134,0.8918918918918919,0.12269938650306748,1.1042944785276072,1.2883435582822085,0.7361963190184049,2.576687116564417,0.8588957055214723,0.1607966030507914,0.7362921410840163,1.165644171779141,0.36809815950920244,0.3067484662576687,-4.268648373894393,3.312883435582822,0.3067484662576687,0.5521472392638036,1.838393051481639,0.4606462522569602,0.11152454887490801,1.215702510444503,1.419072352490998,0.667903525046382,0.7794280739212901,0.1459071898923828,0.6684262461441876,1.0583430934588158,0.33415905722370204,0.2785004301365036,True,77.0,72.0,17.0,57.0,61.0,26.0,54.3,17.0,True
Riccardo Orsolini,14.39628323353827,6.361444059759378,26.390092654153705,157.0,18.0,111.0,157.0,22.0,9.0,13.0,56.0,23.0,131.0,37.0,90.0,53.0,52.0,65.0,2001.0,25.0,5,12.396223802262991,5.429684757025584,22.777730445409812,135.76522861632864,96.12065965726258,135.76522861632864,7.619088153857666,48.282178403053194,19.755958617077,151.73210633946832,42.715746421267895,77.6942677542468,45.84565591558781,60.063394683026594,56.122352765097645,1727.6118480131704,44.4,44.4,28.0,ITA-Serie A,Bologna,"MF,FW",2,36500000.0,62100000.0,2027.0,79.0,81.0,81.0,35.02,411.0,71.0,76.0,61.0,81.0,RM,83.0,83.0,55.7282003710575,52.1741699161055,70.643587578572,16.09756097561,0.32424061336797905,0.09169607155119917,3.536036036036036,2.5,0.7070063694267515,0.5180180180180181,2.9504504504504507,0.8333333333333334,2.027027027027027,1.1711711711711712,1.1936936936936937,0.1432757671116977,0.594371456174633,1.2612612612612613,0.20270270270270271,1.463963963963964,3.60371676646173,9.256756756756758,0.5630630630630631,0.6756756756756757,2.1648797220104186,0.279194229780698,0.44495402290713965,3.4173897824204578,0.962066360839367,1.7498708953659188,1.0325598179186444,0.12229019723030596,0.5130119469686895,1.0874364505192162,0.17160108454634382,1.264016954168866,True,44.0,53.0,44.0,84.0,44.0,60.0,54.3,44.0,False
Dejan Kulusevski,5.52329240180552,6.502650566399097,16.012717846781015,47.0,7.0,38.0,47.0,7.0,9.0,5.0,66.0,27.0,121.0,45.0,38.0,74.0,10.0,38.0,1424.0,7.0,4,4.937641653533636,5.813155625172136,14.31484282829235,42.016453382084094,33.970749542961606,42.016453382084094,8.045703839122487,59.001828153564894,24.137111517367455,135.3517382413088,50.33742331288344,33.970749542961606,66.15356489945155,11.186094069529652,33.970749542961606,1273.0091407678244,26.5,26.5,24.0,ENG-Premier League,Tottenham,"MF,FW",1,47500000.0,93800000.0,2028.0,74.0,77.0,82.0,,0.0,78.0,85.0,52.0,83.0,CAM,83.0,86.0,38.461538461538,35.380116959064,81.242078580482,14.893617021277,0.20842612837001961,0.11751685961288341,1.7735849056603774,1.4339622641509433,0.8085106382978723,1.0188679245283019,4.566037735849057,1.6981132075471699,1.4339622641509433,0.37735849056603776,2.792452830188679,0.24538304024147536,0.6042535036521138,2.490566037735849,0.33962264150943394,1.4339622641509433,1.47670759819448,0.0,0.2641509433962264,0.41509433962264153,1.2819150770928909,0.18632610013334477,0.9108343968817907,5.107612763822973,1.8995254080333372,1.2819150770928909,2.4963609396019453,0.21936436321404287,0.5401827482374472,2.2264840812666,0.30361146562726365,1.2819150770928909,True,51.0,27.0,94.0,32.0,77.0,42.0,54.2,27.0,False
Patrik Schick,28.683081859722733,4.085145927965641,31.860096774995327,140.0,32.0,127.0,141.0,34.0,6.0,25.0,25.0,13.0,52.0,15.0,43.0,46.0,108.0,20.0,1332.0,37.0,3,23.692613225345294,3.3743857411743217,26.316870477994446,115.64189189189187,104.9037162162162,116.46790540540539,4.95608108108108,20.650337837837835,10.738175675675674,62.952965235173835,18.15950920245399,35.518581081081074,37.996621621621614,130.74846625766872,16.520270270270267,1100.25,40.8,40.8,29.0,GER-Bundesliga,Leverkusen,FW,2,54000000.0,91800000.0,2030.0,72.0,72.0,86.0,33.79,279.0,85.0,85.0,88.0,87.0,ST,85.0,85.0,50.730837789660995,37.018821526530004,79.4457220944575,26.328502415459,0.7030167122481062,0.20487915614087668,3.431372549019608,3.1127450980392157,0.900709219858156,0.3186274509803922,1.2745098039215688,0.36764705882352944,1.053921568627451,2.647058823529412,1.1274509803921569,0.10012612568543239,0.7808847248773365,0.6127450980392157,0.14705882352941177,0.4901960784313726,3.3169181402772665,6.838235294117648,0.9068627450980393,0.9803921568627452,2.5711695151033385,0.5807013045427769,0.2631905802861685,1.5429648341954372,0.4450860098640684,0.8705534578696342,0.9312897456279808,0.08270553287191966,0.645021335244962,0.5061357313195548,0.12147257551669315,0.4049085850556438,True,93.0,91.0,10.0,47.0,36.0,19.0,54.0,10.0,False
Eli Junior Kroupi,7.326783983036876,1.81576990429312,11.65668847411871,52.0,11.0,33.0,52.0,11.0,3.0,3.0,22.0,20.0,61.0,9.0,12.0,20.0,8.0,15.0,742.0,13.0,0,7.151292151107848,1.772278409579512,11.37748635497814,50.75449101796407,32.20958083832335,50.75449101796407,2.92814371257485,21.473053892215567,19.520958083832333,62.49693251533743,9.220858895705522,11.7125748502994,19.520958083832333,8.196319018404909,14.64071856287425,724.2275449101796,18.6,18.6,19.0,ENG-Premier League,Bournemouth,"MF,FW",1,30500000.0,64099999.99999999,2030.0,80.0,81.0,81.0,34.81,459.0,59.0,79.0,72.0,81.0,ST,78.0,86.0,26.666666666667,32.142857142857,76.017130620985,25.0,0.39391311736757395,0.1408996919814784,2.7956989247311825,1.7741935483870965,0.6346153846153846,1.075268817204301,3.279569892473118,0.48387096774193544,0.6451612903225806,0.4301075268817204,1.075268817204301,0.09762203786522149,0.6267036814042316,1.182795698924731,0.16129032258064516,0.8064516129032258,3.6732160169631243,24.677419354838708,0.6989247311827956,0.6989247311827956,1.731697894533513,0.38447807264020684,1.0495138754748565,3.3600501352331946,0.49574510191965165,0.6297083252849139,1.0495138754748565,0.09528378546126408,0.6116928147837709,1.1544652630223422,0.15742708132122848,0.7871354066061425,True,72.0,50.0,75.0,20.0,48.0,59.0,53.9,20.0,True
Jack Grealish,4.3560916455462575,6.473878641612828,16.02786721009761,41.0,3.0,31.0,41.0,2.0,7.0,4.0,64.0,23.0,113.0,30.0,83.0,46.0,5.0,36.0,1502.0,3.0,7,4.45816307758767,6.617158777026407,15.746820972307914,40.99313951149746,30.784922568102083,40.99313951149746,7.1776240809850504,63.80272184853294,23.4470267492011,110.51942740286297,30.092024539877293,84.69632840957341,46.256609086236566,4.8364008179959095,36.04839214284118,1495.2187534916984,26.1,26.1,29.0,ENG-Premier League,Manchester City,"MF,FW",2,30000000.0,0.0,,72.0,75.0,76.0,34.86,203.0,67.0,86.0,48.0,78.0,LM,82.0,82.0,14.945652173913,57.0195627157655,87.5690455615985,7.1794871794872,0.16690006304774932,0.10624613769625019,1.5708812260536398,1.1877394636015326,0.7560975609756098,0.8812260536398467,4.329501915708812,1.1494252873563218,3.18007662835249,0.19157088122605362,1.7624521072796935,0.24804132726485928,0.6140945291225138,2.4521072796934864,0.2681992337164751,1.379310344827586,-1.3560916455462575,7.777777777777778,0.11494252873563218,0.38314176245210724,1.1794989489694283,0.17081084588458506,0.8983535152950612,4.234460820033064,1.1529511317960648,3.2450700540066437,1.7722838730358836,0.25353098762553283,0.6033264740347859,2.444548729828848,0.2750047540607299,1.3811644499172866,True,21.0,22.0,86.0,63.0,85.0,56.0,53.8,21.0,False
Crysencio Summerville,7.513069646432997,5.39447972457856,15.442818496376276,68.0,6.0,54.0,68.0,6.0,7.0,9.0,45.0,19.0,158.0,58.0,90.0,55.0,11.0,64.0,1638.0,6.0,3,8.374624486080272,5.8953014466803255,17.128045542253336,76.1305435921313,60.19767780235129,76.1305435921313,7.622541031311837,49.31646490513327,21.122075427773247,142.1513292433538,52.06952965235175,100.14605401001046,60.932894890001165,10.057259713701432,71.6765510417879,1822.8782737748804,36.099999999999994,36.099999999999994,23.0,ENG-Premier League,West Ham,"MF,FW",2,21000000.0,41500000.0,2029.0,89.0,91.0,78.0,35.79,599.0,46.0,77.0,50.0,78.0,CAM,78.0,83.0,29.5031055900625,51.130747831779004,81.00319086234549,8.2010582010582,0.20811827275437667,0.11048631832989701,1.883656509695291,1.4958448753462605,0.7941176470588235,0.5263157894736843,4.376731301939059,1.6066481994459836,2.4930747922437675,0.30470914127423826,1.5235457063711915,0.1494315713179657,0.42777890571679444,1.2465373961218837,0.19390581717451527,1.772853185595568,-1.5130696464329967,16.59279778393352,0.1662049861495845,0.24930747922437677,1.667525700896158,0.23198405778615716,0.5850990423205886,3.9377099513394413,1.442369242447417,2.7741289199448884,1.6878918252077888,0.16330474921552152,0.4744610953532781,1.3661070610840245,0.21115072108897057,1.985500028858391,True,26.0,42.0,65.0,65.0,59.0,89.0,53.7,26.0,False
Dominic Solanke,15.241229880601168,3.0587939582765102,21.006265353411436,80.0,11.0,75.0,80.0,12.0,7.0,15.0,20.0,22.0,72.0,40.0,45.0,64.0,66.0,30.0,1091.0,12.0,3,13.89869355699139,2.7800444352176306,19.13773472630632,73.04278749891182,68.49668103073039,73.04278749891182,6.334040654653086,18.336967876730213,20.20117306520414,77.55010224948876,42.80981595092024,40.9149582136328,58.205416993122654,72.06952965235175,27.810535823104374,1001.3265104030643,35.6,35.6,27.0,ENG-Premier League,Tottenham,FW,2,23000000.0,43700000.0,2030.0,71.0,68.0,81.0,34.25,257.0,84.0,78.0,83.0,83.0,ST,80.0,80.0,37.8887697257545,43.51068827813,72.7193674471975,15.0,0.4281244348483474,0.1905153735075146,2.2471910112359548,2.1067415730337076,0.9375,0.6179775280898876,2.0224719101123596,1.1235955056179774,1.2640449438202246,1.8539325842696628,1.797752808988764,0.08592117860327275,0.5900636335227931,0.5617977528089887,0.19662921348314605,0.8426966292134831,-4.241229880601168,7.219101123595506,0.33707865168539325,0.42134831460674155,1.9240640738969208,0.3904127403649267,0.5674486816068579,2.1783736586935043,1.2025229199696696,1.1492965790346292,1.6349836234023216,0.07809113582071996,0.5375768181546718,0.5150833673238824,0.17792249029924398,0.7811948264916959,True,76.0,74.0,47.0,43.0,28.0,34.0,53.7,28.0,False
Dženan Pejčinović,8.291429496370256,1.645487703382969,9.861923123709856,51.0,8.0,41.0,50.0,7.0,3.0,6.0,13.0,9.0,32.0,10.0,7.0,8.0,51.0,4.0,606.0,8.0,0,8.950351045750674,1.7762549380889003,10.645652113673552,55.05298013245033,44.25827814569536,53.97350993377484,3.23841059602649,14.033112582781458,9.715231788079471,29.644171779141104,9.263803680981596,7.556291390728477,8.635761589403973,47.24539877300614,4.317880794701987,654.158940397351,16.2,16.2,20.0,GER-Bundesliga,Wolfsburg,FW,1,4700000.0,8900000.0,2029.0,67.0,67.0,76.0,34.62,303.0,68.0,68.0,72.0,74.0,ST,72.0,79.0,36.95652173913,33.870967741935,67.801047120419,16.0,0.5118166355784108,0.1625770489484364,3.1481481481481484,2.5308641975308643,0.82,0.5555555555555556,1.9753086419753088,0.617283950617284,0.4320987654320988,3.1481481481481484,0.4938271604938272,0.10157331502364006,0.6087606866487566,0.8024691358024691,0.1851851851851852,0.2469135802469136,-0.29142949637025595,18.703703703703706,0.4938271604938272,0.4938271604938272,2.731992478129343,0.5524908052932515,0.5997056659308316,1.829887146860562,0.5718397333939257,0.46643774016842454,0.533071703049628,0.10964536654869755,0.657139019362565,0.8662415174556456,0.1999018886436105,0.266535851524814,True,64.0,87.0,40.0,30.0,46.0,39.0,53.7,30.0,True
Romain Del Castillo,3.575660875067115,11.004465617239475,18.367994915694,55.0,6.0,35.0,54.0,14.0,19.0,7.0,94.0,39.0,233.0,90.0,60.0,55.0,38.0,48.0,2642.0,15.0,7,3.8749563716880413,11.865853331902432,20.01213619232838,59.437631803932746,37.41010259333143,58.31349387289826,20.448161869478483,101.4580934739242,42.4756910800798,214.58486707566462,83.1676891615542,65.5135508691935,59.89286121402108,34.605316973415135,51.796280991735536,2866.407722998005,43.2,43.2,29.0,FRA-Ligue 1,Brest,"FW,MF",2,7500000.0,15000000.0,2027.0,82.0,79.0,68.0,34.55,355.0,61.0,76.0,63.0,74.0,RM,76.0,76.0,44.193548387096996,47.9649947753395,75.507548421882,27.922077922078,0.08276992766359062,0.06501201591031118,1.2731481481481481,0.8101851851851851,0.6481481481481481,0.9027777777777777,5.393518518518518,2.083333333333333,1.3888888888888888,0.8796296296296295,1.2731481481481481,0.25473300039906194,0.4251850674929166,2.1759259259259256,0.43981481481481477,1.111111111111111,2.424339124932885,8.217592592592592,0.3472222222222222,0.5092592592592592,0.8659745970678572,0.0896980641594454,0.983233589816662,4.967242293418162,1.9251779898507915,1.5165173812313308,1.386408824398636,0.2746725308310748,0.4632438933409347,2.34856697856306,0.4733370803120019,1.198987985919804,True,36.0,7.0,95.0,66.0,76.0,47.0,53.6,7.0,False
Brennan Johnson,13.756037529557942,4.229735616594553,21.717198653146625,77.0,13.0,69.0,77.0,13.0,5.0,11.0,38.0,26.0,119.0,68.0,41.0,29.0,23.0,28.0,1618.0,13.0,4,12.741937186692272,4.000806202304929,20.31249308697221,72.77749100859113,64.25461519159767,72.77749100859113,4.64122785006751,37.227204836840286,25.128460646903488,123.03680981595092,70.84662576687117,39.22353658099437,27.981754310499337,22.848670756646218,26.57361006559845,1566.7562103451983,43.4,36.6,24.0,ENG-Premier League,Crystal Palace,"MF,FW",2,24000000.0,47400000.0,2030.0,86.0,87.0,81.0,35.93,404.0,52.0,78.0,58.0,82.0,RM,79.0,82.0,37.962962962963,47.437304075235,70.900230146432,14.5330112721415,0.3169593900819802,0.17864983804620704,1.7741935483870968,1.5898617511520738,0.8961038961038961,0.599078341013825,2.741935483870968,1.566820276497696,0.9447004608294931,0.5299539170506913,0.6682027649769585,0.09745934600448279,0.5003962823305674,0.8755760368663594,0.1152073732718894,0.6451612903225806,-0.7560375295579416,9.308755760368664,0.2995391705069125,0.391705069124424,1.4805210873640016,0.293593022734845,0.5789967890991587,2.834949534929745,1.632410731955557,0.9037681239860454,0.6447408827303995,0.09218447470748685,0.4680297946306961,0.8577696967013891,0.10694073387252329,0.6122951628018076,True,73.0,49.0,58.0,54.0,27.0,60.0,53.5,27.0,False
Roberto Férnandez,11.798724672291428,4.0503013441339135,17.42388929054141,80.0,12.0,69.0,80.0,12.0,7.0,9.0,26.0,23.0,90.0,16.0,71.0,51.0,95.0,20.0,1243.0,13.0,3,13.851993251347315,4.738535670486987,20.49292005778792,93.84631885844315,81.00931544515029,93.84631885844315,8.14845453683512,30.588579690907366,26.97799137195411,76.28220858895705,13.660531697341515,83.76796719446288,60.023857495022284,80.45807770961144,23.894792358016495,1470.5468379634021,43.1,43.1,23.0,ESP-La Liga,Espanyol,FW,2,,,,,,,36.03,577.0,,,,,,,,36.388888888889,38.875575455635,71.27143284730849,20.217917675545,0.2737523125821677,0.14748405840364284,1.8561484918793503,1.6009280742459395,0.8625,0.5336426914153132,2.088167053364269,0.37122969837587005,1.6473317865429233,2.2041763341067284,1.1832946635730859,0.09397450914463837,0.40426657286639,0.6032482598607889,0.16241299303944315,0.46403712296983757,0.20127532770857215,13.387470997679815,0.30162412993039445,0.37122969837587005,1.8795664836461785,0.3213919547876407,0.6259394749873344,1.7698888303702331,0.31694969135363144,1.9435723246975147,1.3926649070770831,0.1099428229811366,0.4754737832433392,0.7097118257751128,0.18905926999617445,0.5544035349887818,True,71.0,61.0,40.0,53.0,33.0,66.0,53.3,33.0,False
Yann Gboho,11.045353254303336,8.625206284224989,28.71624126750976,108.0,13.0,72.0,107.0,9.0,9.0,8.0,87.0,49.0,254.0,57.0,130.0,117.0,7.0,127.0,2513.0,13.0,7,12.394236158027663,9.66040650364091,32.12270210150695,121.38297872340425,80.59829787234042,120.22695035460993,9.988085106382979,98.4936170212766,55.46624113475177,225.62576687116567,51.018404907975466,146.0526241134752,131.7872340425532,6.331288343558282,143.34751773049646,2827.622269503546,54.8,54.8,24.0,FRA-Ligue 1,Toulouse,"MF,FW",2,10000000.0,20800000.0,2027.0,79.0,81.0,73.0,35.0,437.0,61.0,75.0,53.0,75.0,CAM,76.0,79.0,13.8257575757575,48.791493674834,79.947114932519,12.017543859648999,0.2015575411369222,0.10227178939169755,1.9708029197080292,1.3138686131386863,0.6728971962616822,0.8941605839416059,4.635036496350366,1.0401459854014599,2.372262773722628,0.12773722627737227,2.135036496350365,0.1573942752595801,0.5240190012319299,1.5875912408759125,0.1642335766423358,2.317518248175183,1.9546467456966639,7.974452554744526,0.2372262773722628,0.36496350364963503,1.4707718589843144,0.2261721926647384,1.0121576849407257,4.1172585195468185,0.9309927902915232,2.665193870683854,2.4048765336232334,0.17628479021242538,0.5861806952829736,1.797328777760522,0.1822643267588135,2.6158306155200086,True,28.0,29.0,85.0,55.0,68.0,67.0,53.2,28.0,False
Álvaro Rodríguez,13.482805619947612,4.499548209831119,17.582416084595025,99.0,9.0,85.0,101.0,8.0,8.0,18.0,38.0,19.0,84.0,34.0,68.0,65.0,238.0,55.0,1536.0,9.0,5,11.847059375456281,4.019052249617397,15.716444094354651,91.96044961150315,78.16141484165747,93.65542361496937,7.102265471461859,33.81635335384309,18.03646977851119,89.03680981595093,36.86707566462168,63.75413581219473,61.53404426459247,246.68916155419222,51.76969641687329,1451.964201902266,34.0,34.0,21.0,ESP-La Liga,Getafe,FW,2,5000000.0,12000000.0,2029.0,80.0,78.0,71.0,34.64,381.0,79.0,61.0,77.0,69.0,ST,72.0,83.0,55.7625534188035,43.5168195718655,56.0151415351335,8.60526315789475,0.3965531064690474,0.1361899557570466,2.911764705882353,2.5,0.8415841584158416,0.5588235294117647,2.4705882352941178,1.0,2.0,7.0,1.911764705882353,0.132339653230327,0.5171298848410302,1.1176470588235294,0.23529411764705882,1.6176470588235294,-4.482805619947612,11.205882352941176,0.2647058823529412,0.4117647058823529,2.2988651424016906,0.3484429228075377,0.5304844052503291,2.618729700469145,1.0843257548418141,1.8751216415351393,1.809824831311543,0.11820741910639404,0.4622483557163133,0.9945986280542085,0.2088901609253488,1.5226381299080378,True,32.0,73.0,47.0,68.0,37.0,60.0,53.2,32.0,False
